Year of User Created On	Campaign	Year of User Created On	Device Type	Attribution Created On	Created On	Date	Device Created On	Device Id	Item Id	Name	Operating System	Sale Id	User Created On	Weekday (group)	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	30-04-14 16:31	30-Apr-14	26-07-16 13:18	479	33	eyvmyzx	Inferno	78	12-05-16 15:19	Tuesday	927.2609701	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	30-04-14 16:31	30-Apr-14	26-07-16 13:18	479	33	cxbcgxx	Inferno	78	27-07-16 0:22	Tuesday	927.2609701	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	19-11-14 6:29	19-Nov-14	26-07-16 13:18	479	54	eyvmyzx	Inferno	370	12-05-16 15:19	Tuesday	966.8501282	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	19-11-14 6:29	19-Nov-14	26-07-16 13:18	479	54	cxbcgxx	Inferno	370	27-07-16 0:22	Tuesday	966.8501282	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	62	eyvmyzx	Inferno	68	12-05-16 15:19	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	62	cxbcgxx	Inferno	68	27-07-16 0:22	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	67	eyvmyzx	Inferno	68	12-05-16 15:19	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	67	cxbcgxx	Inferno	68	27-07-16 0:22	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	19-11-14 6:29	19-Nov-14	26-07-16 13:18	479	67	eyvmyzx	Inferno	370	12-05-16 15:19	Tuesday	966.8501282	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	19-11-14 6:29	19-Nov-14	26-07-16 13:18	479	67	cxbcgxx	Inferno	370	27-07-16 0:22	Tuesday	966.8501282	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	73	eyvmyzx	Inferno	68	12-05-16 15:19	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	73	cxbcgxx	Inferno	68	27-07-16 0:22	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	19-11-14 6:29	19-Nov-14	26-07-16 13:18	479	79	eyvmyzx	Inferno	370	12-05-16 15:19	Tuesday	966.8501282	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	19-11-14 6:29	19-Nov-14	26-07-16 13:18	479	79	cxbcgxx	Inferno	370	27-07-16 0:22	Tuesday	966.8501282	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	86	eyvmyzx	Inferno	68	12-05-16 15:19	Tuesday	967.3595262	2	2	1	2
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	23-04-14 11:47	23-Apr-14	26-07-16 13:18	479	86	cxbcgxx	Inferno	68	27-07-16 0:22	Tuesday	967.3595262	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	127	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	146	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	146	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	147	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	148	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	163	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	165	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	167	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	12-06-14 15:08	18-02-15 13:02	18-Feb-15	12-06-14 15:08	2137	167	okohtsf	Inferno	653	13-06-14 6:06	Tuesday	863.9504781	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	19-08-15 23:02	19-Aug-15	21-11-14 22:42	2483	167	byxkbgv	Inferno	1695	21-11-14 23:31	Tuesday	434.566432	2	2	1	2
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	19-08-15 23:02	19-Aug-15	21-11-14 22:42	2483	175	byxkbgv	Inferno	1695	21-11-14 23:31	Tuesday	434.566432	2	2	1	2
2016	6R883F	2016	Amazon Fire	19-02-14 3:51	27-10-16 10:29	27-Oct-16	25-08-16 5:07	4329	1	mycgrun	Fire1	9410	25-08-16 9:58	Wednesday	395.6177112	3	3	1	3
2016	6R883F	2016	Amazon Fire	09-12-14 3:30	10-11-16 20:08	10-Nov-16	22-02-16 11:48	2381	175	ebmegkj	Fire1	9847	21-10-16 7:23	Wednesday	224.6289326	3	3	1	3
2016	6R883F	2016	Amazon Fire	09-12-14 3:30	10-11-16 20:08	10-Nov-16	22-02-16 11:48	2381	179	ebmegkj	Fire1	9847	21-10-16 7:23	Wednesday	224.6289326	3	3	1	3
2016	6R883F	2016	Amazon Fire	09-12-14 3:30	29-12-16 11:59	29-Dec-16	22-02-16 11:48	2381	189	ebmegkj	Fire1	11627	21-10-16 7:23	Wednesday	254.926925	3	3	1	3
2016	6R883F	2016	Amazon Fire	09-12-14 3:30	29-12-16 11:59	29-Dec-16	22-02-16 11:48	2381	190	ebmegkj	Fire1	11627	21-10-16 7:23	Wednesday	254.926925	3	3	1	3
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	28-07-16 23:12	28-Jul-16	03-03-16 22:26	3430	80	ochcyef	Fire1	6861	04-03-16 4:21	Wednesday	454.9140484	3	3	1	3
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	19-01-17 18:02	19-Jan-17	11-12-16 16:12	1754	102	pkpmane	Fire1	12449	02-12-16 18:31	Wednesday	1167.662648	3	3	1	3
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	19-01-17 18:02	19-Jan-17	11-12-16 16:12	1754	102	lnyobww	Fire1	12449	07-12-16 20:20	Wednesday	1167.662648	3	3	1	3
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	19-01-17 18:02	19-Jan-17	11-12-16 16:12	1754	102	yodpzhy	Fire1	12449	11-12-16 22:31	Wednesday	1167.662648	3	3	1	3
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	19-01-17 18:02	19-Jan-17	11-12-16 16:12	1754	111	pkpmane	Fire1	12449	02-12-16 18:31	Wednesday	1167.662648	3	3	1	3
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	19-01-17 18:02	19-Jan-17	11-12-16 16:12	1754	111	lnyobww	Fire1	12449	07-12-16 20:20	Wednesday	1167.662648	3	3	1	3
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	19-01-17 18:02	19-Jan-17	11-12-16 16:12	1754	111	yodpzhy	Fire1	12449	11-12-16 22:31	Wednesday	1167.662648	3	3	1	3
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	22-12-16 4:40	22-Dec-16	03-03-16 22:26	3430	150	ochcyef	Fire1	11352	04-03-16 4:21	Wednesday	398.4486211	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	25-08-16 5:07	27-10-16 10:29	27-Oct-16	25-08-16 5:07	4329	1	mycgrun	Fire1	9410	25-08-16 9:58	Wednesday	395.6177112	3	3	1	3
2017	1TZQDZ	2017	Amazon Fire	25-02-17 0:37	13-10-16 2:08	13-Oct-16	01-01-17 11:35	3624	83	wayaxbn	Fire2	8954	02-01-17 2:47	Wednesday	443.9174545	3	3	1	3
2017	1TZQDZ	2017	Amazon Fire	25-02-17 0:37	13-10-16 2:08	13-Oct-16	01-01-17 11:35	3624	110	wayaxbn	Fire2	8954	02-01-17 2:47	Wednesday	443.9174545	3	3	1	3
2016	GCP82I	2016	Amazon Fire	04-06-15 17:20	26-01-17 21:17	26-Jan-17	04-06-15 17:20	2725	108	decypbh	Fire2	12734	03-05-16 14:48	Wednesday	880.1980207	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	82	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	26-05-16 1:06	26-May-16	11-03-16 18:51	688	90	obqeswe	Fire2	5349	12-03-16 4:21	Wednesday	305.0146239	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	95	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	18-01-16 0:11	24-03-16 15:06	24-Mar-16	18-01-16 0:11	3763	119	nghyuvo	Fire2	4200	18-01-16 16:37	Wednesday	1348.902855	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	119	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	131	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	132	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	152	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	10-10-13 9:10	05-01-17 23:41	05-Jan-17	11-03-16 18:51	688	157	obqeswe	Fire2	11866	12-03-16 4:21	Wednesday	314.5025237	3	3	1	3
2016	QY02HA	2016	Amazon Fire	18-01-16 0:11	24-03-16 15:06	24-Mar-16	18-01-16 0:11	3763	164	nghyuvo	Fire2	4200	18-01-16 16:37	Wednesday	1348.902855	3	3	1	3
2016	QY02HA	2016	Amazon Fire	18-01-16 0:11	24-03-16 15:06	24-Mar-16	18-01-16 0:11	3763	179	nghyuvo	Fire2	4200	18-01-16 16:37	Wednesday	1348.902855	3	3	1	3
2016	QY02HA	2016	Amazon Fire	18-01-16 0:11	24-03-16 15:06	24-Mar-16	18-01-16 0:11	3763	181	nghyuvo	Fire2	4200	18-01-16 16:37	Wednesday	1348.902855	3	3	1	3
2016	QY02HA	2016	Amazon Fire	18-01-16 0:11	24-03-16 15:06	24-Mar-16	18-01-16 0:11	3763	191	nghyuvo	Fire2	4200	18-01-16 16:37	Wednesday	1348.902855	3	3	1	3
2015	CPIAHO	2015	Amazon Fire	17-04-15 14:48	27-10-16 7:12	27-Oct-16	17-04-15 14:48	3007	157	wpjtvog	Inferno	9404	17-04-15 19:08	Wednesday	825.0965103	3	3	1	3
2015	CPIAHO	2015	Amazon Fire	17-04-15 14:48	27-10-16 7:12	27-Oct-16	17-04-15 14:48	3007	171	wpjtvog	Inferno	9404	17-04-15 19:08	Wednesday	825.0965103	3	3	1	3
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	10-09-15 8:49	10-Sep-15	12-01-15 2:03	2297	35	dbwksbc	Inferno	1876	24-12-14 17:59	Wednesday	358.1688456	3	3	1	3
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	17-03-16 2:38	17-Mar-16	12-01-15 2:03	2297	97	dbwksbc	Inferno	4063	24-12-14 17:59	Wednesday	407.9946675	3	3	1	3
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	17-03-16 2:38	17-Mar-16	12-01-15 2:03	2297	98	dbwksbc	Inferno	4063	24-12-14 17:59	Wednesday	407.9946675	3	3	1	3
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	06-08-15 17:11	06-Aug-15	12-01-15 2:03	2297	141	dbwksbc	Inferno	1594	24-12-14 17:59	Wednesday	415.2573128	3	3	1	3
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	06-08-15 17:11	06-Aug-15	12-01-15 2:03	2297	179	dbwksbc	Inferno	1594	24-12-14 17:59	Wednesday	415.2573128	3	3	1	3
2014	FE91LN	2014	Amazon Fire	06-09-14 6:48	06-08-15 17:11	06-Aug-15	12-01-15 2:03	2297	192	dbwksbc	Inferno	1594	24-12-14 17:59	Wednesday	415.2573128	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	36	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	61	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	86	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	119	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	126	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	126	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	127	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	GCP82I	2016	Amazon Fire	01-07-14 3:17	08-12-16 22:52	08-Dec-16	27-11-16 0:58	1102	164	tfnjkvw	Inferno	10819	27-11-16 6:51	Wednesday	182.9148269	3	3	1	3
2016	HLWXVF	2016	Amazon Fire	03-01-17 20:14	04-08-16 5:43	04-Aug-16	18-05-16 22:53	2042	61	ruekrol	Inferno	7019	19-05-16 11:00	Wednesday	1382.348506	3	3	1	3
2016	HLWXVF	2016	Amazon Fire	03-01-17 20:14	04-08-16 5:43	04-Aug-16	18-05-16 22:53	2042	65	ruekrol	Inferno	7019	19-05-16 11:00	Wednesday	1382.348506	3	3	1	3
2016	HLWXVF	2016	Amazon Fire	03-01-17 20:14	04-08-16 5:43	04-Aug-16	18-05-16 22:53	2042	72	ruekrol	Inferno	7019	19-05-16 11:00	Wednesday	1382.348506	3	3	1	3
2016	HLWXVF	2016	Amazon Fire	03-01-17 20:14	17-11-16 19:22	17-Nov-16	18-05-16 22:53	2042	181	ruekrol	Inferno	10081	19-05-16 11:00	Wednesday	1363.23022	3	3	1	3
2016	HLWXVF	2016	Amazon Fire	03-01-17 20:14	17-11-16 19:22	17-Nov-16	18-05-16 22:53	2042	187	ruekrol	Inferno	10081	19-05-16 11:00	Wednesday	1363.23022	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	08-12-16 6:18	08-Dec-16	26-07-16 13:18	479	71	eyvmyzx	Inferno	10812	12-05-16 15:19	Wednesday	504.1526431	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	08-12-16 6:18	08-Dec-16	26-07-16 13:18	479	71	cxbcgxx	Inferno	10812	27-07-16 0:22	Wednesday	504.1526431	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	05-06-14 2:08	05-Jun-14	26-07-16 13:18	479	79	eyvmyzx	Inferno	103	12-05-16 15:19	Wednesday	938.5481738	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	05-06-14 2:08	05-Jun-14	26-07-16 13:18	479	79	cxbcgxx	Inferno	103	27-07-16 0:22	Wednesday	938.5481738	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	16-04-15 1:10	16-Apr-15	26-07-16 13:18	479	80	eyvmyzx	Inferno	866	12-05-16 15:19	Wednesday	933.3412842	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	16-04-15 1:10	16-Apr-15	26-07-16 13:18	479	80	cxbcgxx	Inferno	866	27-07-16 0:22	Wednesday	933.3412842	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	05-06-14 2:08	05-Jun-14	26-07-16 13:18	479	88	eyvmyzx	Inferno	103	12-05-16 15:19	Wednesday	938.5481738	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	05-06-14 2:08	05-Jun-14	26-07-16 13:18	479	88	cxbcgxx	Inferno	103	27-07-16 0:22	Wednesday	938.5481738	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	05-06-14 2:08	05-Jun-14	26-07-16 13:18	479	94	eyvmyzx	Inferno	103	12-05-16 15:19	Wednesday	938.5481738	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	05-06-14 2:08	05-Jun-14	26-07-16 13:18	479	94	cxbcgxx	Inferno	103	27-07-16 0:22	Wednesday	938.5481738	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	16-04-15 1:10	16-Apr-15	26-07-16 13:18	479	98	eyvmyzx	Inferno	866	12-05-16 15:19	Wednesday	933.3412842	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	16-04-15 1:10	16-Apr-15	26-07-16 13:18	479	98	cxbcgxx	Inferno	866	27-07-16 0:22	Wednesday	933.3412842	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	08-12-16 6:18	08-Dec-16	26-07-16 13:18	479	123	eyvmyzx	Inferno	10812	12-05-16 15:19	Wednesday	504.1526431	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	08-12-16 6:18	08-Dec-16	26-07-16 13:18	479	123	cxbcgxx	Inferno	10812	27-07-16 0:22	Wednesday	504.1526431	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	06-10-16 13:16	06-Oct-16	26-07-16 13:18	479	129	eyvmyzx	Inferno	8739	12-05-16 15:19	Wednesday	686.2533025	3	3	1	3
2016	T6E9B9	2016	Amazon Fire	26-07-16 13:18	06-10-16 13:16	06-Oct-16	26-07-16 13:18	479	129	cxbcgxx	Inferno	8739	27-07-16 0:22	Wednesday	686.2533025	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	29-01-15 1:58	29-Jan-15	21-11-14 22:42	2483	33	byxkbgv	Inferno	590	21-11-14 23:31	Wednesday	526.7497851	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	29-10-15 19:55	29-Oct-15	21-11-14 22:42	2483	54	byxkbgv	Inferno	2258	21-11-14 23:31	Wednesday	487.3093834	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	29-10-15 19:55	29-Oct-15	21-11-14 22:42	2483	85	byxkbgv	Inferno	2258	21-11-14 23:31	Wednesday	487.3093834	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	29-10-15 19:55	29-Oct-15	21-11-14 22:42	2483	109	byxkbgv	Inferno	2258	21-11-14 23:31	Wednesday	487.3093834	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	15-10-15 16:46	15-Oct-15	21-11-14 22:42	2483	146	byxkbgv	Inferno	2150	21-11-14 23:31	Wednesday	447.4621043	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	28-05-15 4:47	28-May-15	21-11-14 22:42	2483	176	byxkbgv	Inferno	1095	21-11-14 23:31	Wednesday	427.8511971	3	3	1	3
2014	Y59GNL	2014	Amazon Fire	21-11-14 22:42	28-05-15 4:47	28-May-15	21-11-14 22:42	2483	177	byxkbgv	Inferno	1095	21-11-14 23:31	Wednesday	427.8511971	3	3	1	3
2016	6R883F	2016	Amazon Fire	19-02-14 3:51	25-11-16 21:37	25-Nov-16	25-08-16 5:07	4329	177	mycgrun	Fire1	10375	25-08-16 9:58	Thursday	669.0369806	4	4	1	4
2016	6R883F	2016	Amazon Fire	19-02-14 3:51	25-11-16 21:37	25-Nov-16	25-08-16 5:07	4329	184	mycgrun	Fire1	10375	25-08-16 9:58	Thursday	669.0369806	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	8	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	44	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	52	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	60	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	67	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	69	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	89	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	15-05-15 23:30	15-May-15	03-11-14 5:10	692	94	qfxhitr	Fire1	1030	03-11-14 14:02	Thursday	1340.98152	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	25-03-16 23:47	25-Mar-16	03-11-14 5:10	692	99	qfxhitr	Fire1	4209	03-11-14 14:02	Thursday	1323.15698	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	04-12-15 14:40	04-Dec-15	03-11-14 5:10	692	147	qfxhitr	Fire1	2626	03-11-14 14:02	Thursday	1293.290172	4	4	1	4
2014	D8IC8B	2014	Amazon Fire	08-10-13 11:56	04-12-15 14:40	04-Dec-15	03-11-14 5:10	692	172	qfxhitr	Fire1	2626	03-11-14 14:02	Thursday	1293.290172	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	27-01-17 11:11	27-Jan-17	11-12-16 16:12	1754	33	pkpmane	Fire1	12773	02-12-16 18:31	Thursday	1955.36203	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	27-01-17 11:11	27-Jan-17	11-12-16 16:12	1754	33	lnyobww	Fire1	12773	07-12-16 20:20	Thursday	1955.36203	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	27-01-17 11:11	27-Jan-17	11-12-16 16:12	1754	33	yodpzhy	Fire1	12773	11-12-16 22:31	Thursday	1955.36203	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	75	pkpmane	Fire1	13342	02-12-16 18:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	75	lnyobww	Fire1	13342	07-12-16 20:20	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	75	yodpzhy	Fire1	13342	11-12-16 22:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	20-04-15 18:42	27-05-16 0:34	27-May-16	03-03-16 22:26	3430	101	ochcyef	Fire1	5384	04-03-16 4:21	Thursday	759.6090693	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	102	pkpmane	Fire1	13342	02-12-16 18:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	102	lnyobww	Fire1	13342	07-12-16 20:20	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	102	yodpzhy	Fire1	13342	11-12-16 22:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	106	pkpmane	Fire1	13342	02-12-16 18:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	106	lnyobww	Fire1	13342	07-12-16 20:20	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	106	yodpzhy	Fire1	13342	11-12-16 22:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	107	pkpmane	Fire1	13342	02-12-16 18:31	Thursday	1928.417179	4	4	1	4
2016	GCP82I	2016	Amazon Fire	25-12-15 0:23	10-02-17 1:57	10-Feb-17	11-12-16 16:12	1754	107	lnyobww	Fire1	13342	07-12-16 20:20	Thursday	1928.417179	4	4	1	4
