Campaign	Weekday (group)	Attribution Created On	Created On	Date	Device Created On	Device Id	Device Type	Item Id	Name	Operating System	Sale Id	User Created On	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
D8IC8B	Saturday	14-08-16 8:36	27-11-16 16:39	27-Nov-16	14-08-16 8:36	1381	Amazon Fire	26	zjwiqhw	Fire1	10434	14-08-16 11:28	466.3580062	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	04-01-15 2:32	04-Jan-15	03-11-14 5:10	692	Amazon Fire	29	qfxhitr	Fire1	502	03-11-14 14:02	690.137107	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	04-01-15 2:32	04-Jan-15	03-11-14 5:10	692	Amazon Fire	29	dunnniu	Fire1	502	18-12-16 2:27	690.137107	6	6	1	6
D8IC8B	Saturday	14-08-16 8:36	27-11-16 16:39	27-Nov-16	14-08-16 8:36	1381	Amazon Fire	39	nlefssc	Fire1	10434	18-06-16 14:10	466.3580062	6	6	1	6
D8IC8B	Saturday	14-08-16 8:36	27-11-16 16:39	27-Nov-16	14-08-16 8:36	1381	Amazon Fire	39	zjwiqhw	Fire1	10434	14-08-16 11:28	466.3580062	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	01-01-17 9:00	01-Jan-17	03-11-14 5:10	692	Amazon Fire	83	qfxhitr	Fire1	11725	03-11-14 14:02	988.4343304	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	01-01-17 9:00	01-Jan-17	03-11-14 5:10	692	Amazon Fire	83	dunnniu	Fire1	11725	18-12-16 2:27	988.4343304	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	27-11-16 11:07	27-Nov-16	03-11-14 5:10	692	Amazon Fire	93	qfxhitr	Fire1	10430	03-11-14 14:02	704.9517213	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	27-11-16 11:07	27-Nov-16	03-11-14 5:10	692	Amazon Fire	93	dunnniu	Fire1	10430	18-12-16 2:27	704.9517213	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	27-11-16 11:07	27-Nov-16	03-11-14 5:10	692	Amazon Fire	94	qfxhitr	Fire1	10430	03-11-14 14:02	704.9517213	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	27-11-16 11:07	27-Nov-16	03-11-14 5:10	692	Amazon Fire	94	dunnniu	Fire1	10430	18-12-16 2:27	704.9517213	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	22-03-15 5:39	22-Mar-15	03-11-14 5:10	692	Amazon Fire	137	qfxhitr	Fire1	772	03-11-14 14:02	681.5994964	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	22-03-15 5:39	22-Mar-15	03-11-14 5:10	692	Amazon Fire	137	dunnniu	Fire1	772	18-12-16 2:27	681.5994964	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	22-03-15 5:39	22-Mar-15	03-11-14 5:10	692	Amazon Fire	177	qfxhitr	Fire1	772	03-11-14 14:02	681.5994964	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	22-03-15 5:39	22-Mar-15	03-11-14 5:10	692	Amazon Fire	177	dunnniu	Fire1	772	18-12-16 2:27	681.5994964	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	22-03-15 5:39	22-Mar-15	03-11-14 5:10	692	Amazon Fire	183	qfxhitr	Fire1	772	03-11-14 14:02	681.5994964	6	6	1	6
D8IC8B	Saturday	08-10-13 11:56	22-03-15 5:39	22-Mar-15	03-11-14 5:10	692	Amazon Fire	183	dunnniu	Fire1	772	18-12-16 2:27	681.5994964	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	24-07-16 4:40	24-Jul-16	30-03-16 7:05	278	Amazon Fire	11	gzuroeg	Fire1	6743	29-01-16 1:50	72.05775868	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	24-07-16 4:40	24-Jul-16	30-03-16 7:05	278	Amazon Fire	11	zznvcwc	Fire1	6743	30-03-16 9:20	72.05775868	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	24-07-16 4:40	24-Jul-16	30-03-16 7:05	278	Amazon Fire	38	gzuroeg	Fire1	6743	29-01-16 1:50	72.05775868	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	24-07-16 4:40	24-Jul-16	30-03-16 7:05	278	Amazon Fire	38	zznvcwc	Fire1	6743	30-03-16 9:20	72.05775868	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	18-09-16 14:52	18-Sep-16	30-03-16 7:05	278	Amazon Fire	57	gzuroeg	Fire1	8217	29-01-16 1:50	1287.357329	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	18-09-16 14:52	18-Sep-16	30-03-16 7:05	278	Amazon Fire	57	zznvcwc	Fire1	8217	30-03-16 9:20	1287.357329	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	18-09-16 14:52	18-Sep-16	30-03-16 7:05	278	Amazon Fire	102	gzuroeg	Fire1	8217	29-01-16 1:50	1287.357329	6	6	1	6
WL07ZB	Saturday	30-03-16 7:05	18-09-16 14:52	18-Sep-16	30-03-16 7:05	278	Amazon Fire	102	zznvcwc	Fire1	8217	30-03-16 9:20	1287.357329	6	6	1	6
WL07ZB	Saturday	19-11-15 1:37	24-07-16 4:23	24-Jul-16	06-02-16 8:32	4940	Amazon Fire	142	iblptas	Fire1	6764	07-02-16 1:06	23.61904604	6	6	1	6
XUL7TT	Saturday	06-02-16 8:32	24-07-16 4:23	24-Jul-16	06-02-16 8:32	4940	Amazon Fire	142	iblptas	Fire1	6764	07-02-16 1:06	23.61904604	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	31-07-16 15:42	31-Jul-16	17-07-16 5:44	4006	Amazon Fire	15	dewrrsz	Fire2	6935	17-07-16 7:57	543.5835001	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	31-07-16 15:42	31-Jul-16	17-07-16 5:44	4006	Amazon Fire	15	mrqeeok	Fire2	6935	29-12-16 9:29	543.5835001	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	15	dewrrsz	Fire2	12029	17-07-16 7:57	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	15	mrqeeok	Fire2	12029	29-12-16 9:29	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	31-07-16 15:42	31-Jul-16	17-07-16 5:44	4006	Amazon Fire	17	dewrrsz	Fire2	6935	17-07-16 7:57	543.5835001	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	31-07-16 15:42	31-Jul-16	17-07-16 5:44	4006	Amazon Fire	17	mrqeeok	Fire2	6935	29-12-16 9:29	543.5835001	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	34	dewrrsz	Fire2	12029	17-07-16 7:57	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	34	mrqeeok	Fire2	12029	29-12-16 9:29	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	38	dewrrsz	Fire2	12029	17-07-16 7:57	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	38	mrqeeok	Fire2	12029	29-12-16 9:29	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	49	dewrrsz	Fire2	12029	17-07-16 7:57	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	49	mrqeeok	Fire2	12029	29-12-16 9:29	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	57	dewrrsz	Fire2	12029	17-07-16 7:57	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	57	mrqeeok	Fire2	12029	29-12-16 9:29	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	13-11-16 0:49	13-Nov-16	17-07-16 5:44	4006	Amazon Fire	80	dewrrsz	Fire2	9961	17-07-16 7:57	499.8757768	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	13-11-16 0:49	13-Nov-16	17-07-16 5:44	4006	Amazon Fire	80	mrqeeok	Fire2	9961	29-12-16 9:29	499.8757768	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	83	dewrrsz	Fire2	12029	17-07-16 7:57	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	08-01-17 14:45	08-Jan-17	17-07-16 5:44	4006	Amazon Fire	83	mrqeeok	Fire2	12029	29-12-16 9:29	442.6887628	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	27-11-16 12:22	27-Nov-16	17-07-16 5:44	4006	Amazon Fire	119	dewrrsz	Fire2	10453	17-07-16 7:57	520.041174	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	27-11-16 12:22	27-Nov-16	17-07-16 5:44	4006	Amazon Fire	119	mrqeeok	Fire2	10453	29-12-16 9:29	520.041174	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	27-11-16 12:22	27-Nov-16	17-07-16 5:44	4006	Amazon Fire	123	dewrrsz	Fire2	10453	17-07-16 7:57	520.041174	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	27-11-16 12:22	27-Nov-16	17-07-16 5:44	4006	Amazon Fire	123	mrqeeok	Fire2	10453	29-12-16 9:29	520.041174	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	26-02-17 13:55	26-Feb-17	17-07-16 5:44	4006	Amazon Fire	167	dewrrsz	Fire2	14034	17-07-16 7:57	392.1077664	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	26-02-17 13:55	26-Feb-17	17-07-16 5:44	4006	Amazon Fire	167	mrqeeok	Fire2	14034	29-12-16 9:29	392.1077664	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	26-02-17 13:55	26-Feb-17	17-07-16 5:44	4006	Amazon Fire	194	dewrrsz	Fire2	14034	17-07-16 7:57	392.1077664	6	6	1	6
D8IC8B	Saturday	17-07-16 5:43	26-02-17 13:55	26-Feb-17	17-07-16 5:44	4006	Amazon Fire	194	mrqeeok	Fire2	14034	29-12-16 9:29	392.1077664	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	01-05-16 1:05	01-May-16	19-07-14 2:18	3796	Amazon Fire	23	ealqkwq	Fire2	4879	19-07-14 11:17	1071.769131	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	16-11-14 10:23	16-Nov-14	19-07-14 2:18	3796	Amazon Fire	26	ealqkwq	Fire2	366	19-07-14 11:17	1157.444923	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	41	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	41	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	16-11-14 10:23	16-Nov-14	19-07-14 2:18	3796	Amazon Fire	46	ealqkwq	Fire2	366	19-07-14 11:17	1157.444923	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	47	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	47	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	47	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	47	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	48	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	48	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	51	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	51	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	52	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	52	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	12-07-16 16:03	05-02-17 21:27	05-Feb-17	12-07-16 16:03	4495	Amazon Fire	53	zonuwnc	Fire2	13168	13-07-16 7:56	211.1465295	6	6	1	6
DMWLE1	Saturday	12-07-16 16:03	05-02-17 21:27	05-Feb-17	12-07-16 16:03	4495	Amazon Fire	53	zonuwnc	Fire2	13168	13-07-16 7:56	211.1465295	6	6	1	6
DMWLE1	Saturday	12-07-16 16:03	19-02-17 16:29	19-Feb-17	12-07-16 16:03	4495	Amazon Fire	56	zonuwnc	Fire2	13763	13-07-16 7:56	194.1891815	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	01-05-16 1:05	01-May-16	19-07-14 2:18	3796	Amazon Fire	57	ealqkwq	Fire2	4879	19-07-14 11:17	1071.769131	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	58	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	58	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	67	psopwmt	Fire2	3559	20-10-15 20:36	1080.731199	6	6	1	6
DMWLE1	Saturday	08-02-16 22:29	14-02-16 20:49	14-Feb-16	20-10-15 4:51	1858	Amazon Fire	67	cfcebaw	Fire2	3559	03-01-16 18:11	1080.731199	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	30-11-14 5:06	30-Nov-14	19-07-14 2:18	3796	Amazon Fire	76	ealqkwq	Fire2	400	19-07-14 11:17	1050.542669	6	6	1	6
DMWLE1	Saturday	12-07-16 16:03	06-11-16 19:05	06-Nov-16	12-07-16 16:03	4495	Amazon Fire	97	zonuwnc	Fire2	9720	13-07-16 7:56	219.942648	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	01-05-16 1:05	01-May-16	19-07-14 2:18	3796	Amazon Fire	99	ealqkwq	Fire2	4879	19-07-14 11:17	1071.769131	6	6	1	6
DMWLE1	Saturday	12-07-16 16:03	13-11-16 8:46	13-Nov-16	12-07-16 16:03	4495	Amazon Fire	104	zonuwnc	Fire2	9964	13-07-16 7:56	245.8351797	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	01-05-16 1:05	01-May-16	19-07-14 2:18	3796	Amazon Fire	119	ealqkwq	Fire2	4879	19-07-14 11:17	1071.769131	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	01-05-16 1:05	01-May-16	19-07-14 2:18	3796	Amazon Fire	128	ealqkwq	Fire2	4879	19-07-14 11:17	1071.769131	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	11-09-16 10:24	11-Sep-16	19-07-14 2:18	3796	Amazon Fire	145	ealqkwq	Fire2	8038	19-07-14 11:17	1080.823112	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	12-06-16 0:57	12-Jun-16	19-07-14 2:18	3796	Amazon Fire	160	ealqkwq	Fire2	5751	19-07-14 11:17	1092.695751	6	6	1	6
DMWLE1	Saturday	20-10-13 11:32	24-07-16 21:30	24-Jul-16	20-07-14 12:36	583	Amazon Fire	162	kachoma	Fire2	6748	20-05-16 7:24	433.615093	6	6	1	6
DMWLE1	Saturday	20-10-13 11:32	24-07-16 21:30	24-Jul-16	20-07-14 12:36	583	Amazon Fire	171	kachoma	Fire2	6748	20-05-16 7:24	433.615093	6	6	1	6
DMWLE1	Saturday	20-10-13 11:32	24-07-16 21:30	24-Jul-16	20-07-14 12:36	583	Amazon Fire	171	kachoma	Fire2	6748	20-05-16 7:24	433.615093	6	6	1	6
DMWLE1	Saturday	15-06-14 13:07	12-06-16 0:57	12-Jun-16	19-07-14 2:18	3796	Amazon Fire	174	ealqkwq	Fire2	5751	19-07-14 11:17	1092.695751	6	6	1	6
DMWLE1	Saturday	20-10-13 11:32	24-07-16 21:30	24-Jul-16	20-07-14 12:36	583	Amazon Fire	187	kachoma	Fire2	6748	20-05-16 7:24	433.615093	6	6	1	6
XUL7TT	Saturday	23-12-16 22:44	05-02-17 15:12	05-Feb-17	23-12-16 22:44	3266	Amazon Fire	102	kwnkjzw	Fire2	13156	24-12-16 4:28	890.9359854	6	6	1	6
XUL7TT	Saturday	23-12-16 22:44	05-02-17 15:12	05-Feb-17	23-12-16 22:44	3266	Amazon Fire	136	kwnkjzw	Fire2	13156	24-12-16 4:28	890.9359854	6	6	1	6
XUL7TT	Saturday	23-12-16 22:44	05-02-17 15:12	05-Feb-17	23-12-16 22:44	3266	Amazon Fire	144	kwnkjzw	Fire2	13156	24-12-16 4:28	890.9359854	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	29-03-15 19:37	29-Mar-15	12-01-15 2:03	2297	Amazon Fire	1	dbwksbc	Inferno	795	24-12-14 17:59	363.1507268	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	29-03-15 19:37	29-Mar-15	12-01-15 2:03	2297	Amazon Fire	1	okfkehs	Inferno	795	12-01-15 16:12	363.1507268	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	2	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	2	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	4	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	4	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	5	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	5	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	11	gzuroeg	Inferno	6743	29-01-16 1:50	72.05775868	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	11	zznvcwc	Inferno	6743	30-03-16 9:20	72.05775868	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	24	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	24	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	38	gzuroeg	Inferno	6743	29-01-16 1:50	72.05775868	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	38	zznvcwc	Inferno	6743	30-03-16 9:20	72.05775868	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	39	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	39	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	44	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	44	dbwksbc	Inferno	8836	24-12-14 17:59	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	44	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	09-10-16 10:51	09-Oct-16	12-01-15 2:03	2297	Amazon Fire	44	okfkehs	Inferno	8836	12-01-15 16:12	402.5436536	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	08-11-15 18:34	08-Nov-15	12-01-15 2:03	2297	Amazon Fire	54	dbwksbc	Inferno	2358	24-12-14 17:59	404.6369765	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	08-11-15 18:34	08-Nov-15	12-01-15 2:03	2297	Amazon Fire	54	okfkehs	Inferno	2358	12-01-15 16:12	404.6369765	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	57	gzuroeg	Inferno	8217	29-01-16 1:50	1287.357329	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	57	zznvcwc	Inferno	8217	30-03-16 9:20	1287.357329	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	102	gzuroeg	Inferno	8217	29-01-16 1:50	1287.357329	6	6	1	6
83RCJF	Saturday	21-06-15 6:39	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	102	zznvcwc	Inferno	8217	30-03-16 9:20	1287.357329	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	15-11-15 23:09	15-Nov-15	12-01-15 2:03	2297	Amazon Fire	134	dbwksbc	Inferno	2422	24-12-14 17:59	336.7434043	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	15-11-15 23:09	15-Nov-15	12-01-15 2:03	2297	Amazon Fire	134	okfkehs	Inferno	2422	12-01-15 16:12	336.7434043	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	29-03-15 19:37	29-Mar-15	12-01-15 2:03	2297	Amazon Fire	142	dbwksbc	Inferno	795	24-12-14 17:59	363.1507268	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	29-03-15 19:37	29-Mar-15	12-01-15 2:03	2297	Amazon Fire	142	okfkehs	Inferno	795	12-01-15 16:12	363.1507268	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	15-11-15 23:09	15-Nov-15	12-01-15 2:03	2297	Amazon Fire	178	dbwksbc	Inferno	2422	24-12-14 17:59	336.7434043	6	6	1	6
83RCJF	Saturday	07-07-14 8:35	15-11-15 23:09	15-Nov-15	12-01-15 2:03	2297	Amazon Fire	178	okfkehs	Inferno	2422	12-01-15 16:12	336.7434043	6	6	1	6
D8IC8B	Saturday	10-06-15 15:20	07-08-16 1:29	07-Aug-16	11-04-16 15:03	4917	Amazon Fire	57	pseppjs	Inferno	7124	11-04-16 16:04	745.4642631	6	6	1	6
D8IC8B	Saturday	10-06-15 15:20	07-08-16 1:29	07-Aug-16	11-04-16 15:03	4917	Amazon Fire	88	pseppjs	Inferno	7124	11-04-16 16:04	745.4642631	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	11	gzuroeg	Inferno	6743	29-01-16 1:50	72.05775868	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	11	zznvcwc	Inferno	6743	30-03-16 9:20	72.05775868	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	38	gzuroeg	Inferno	6743	29-01-16 1:50	72.05775868	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	38	zznvcwc	Inferno	6743	30-03-16 9:20	72.05775868	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	57	gzuroeg	Inferno	8217	29-01-16 1:50	1287.357329	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	57	zznvcwc	Inferno	8217	30-03-16 9:20	1287.357329	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	102	gzuroeg	Inferno	8217	29-01-16 1:50	1287.357329	6	6	1	6
DMWLE1	Saturday	29-07-15 0:10	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	102	zznvcwc	Inferno	8217	30-03-16 9:20	1287.357329	6	6	1	6
XUL7TT	Saturday	01-12-16 1:13	15-01-17 15:38	15-Jan-17	01-12-16 1:14	2298	Amazon Fire	140	xelawoq	Inferno	12295	01-12-16 10:01	993.7666333	6	6	1	6
83RCJF	Sunday	02-09-14 4:12	26-10-15 3:15	26-Oct-15	02-09-14 4:12	1748	Android	4	gvtygde	Jawbreaker	2231	02-09-14 18:34	807.0639636	0	0	1	0
83RCJF	Sunday	02-09-14 4:12	26-10-15 3:15	26-Oct-15	02-09-14 4:12	1748	Android	4	gvtygde	Jawbreaker	2231	02-09-14 18:34	807.0639636	0	0	1	0
