Campaign	Year of Date	Attribution Created On	Created On	Date	Device Created On	Device Id	Device Type	Item Id	Name	Operating System	Sale Id	User Created On	Weekday (group)	Amount	Max Of Weekday	Min of Weekday	Number of Records	Weekday
E35Y1Z	2016	01-05-15 9:04	08-10-16 4:19	08-Oct-16	28-01-16 22:07	276	Amazon Fire	29	zznvcwc	Inferno	8796	30-03-16 9:20	Friday	1137.167575	5	5	1	5
E35Y1Z	2016	01-05-15 9:04	08-10-16 4:19	08-Oct-16	28-01-16 22:07	276	Amazon Fire	31	gzuroeg	Inferno	8796	29-01-16 1:50	Friday	1137.167575	5	5	1	5
E35Y1Z	2016	01-05-15 9:04	08-10-16 4:19	08-Oct-16	28-01-16 22:07	276	Amazon Fire	31	zznvcwc	Inferno	8796	30-03-16 9:20	Friday	1137.167575	5	5	1	5
YUHQJ6	2016	12-11-15 4:28	01-10-16 2:22	01-Oct-16	12-11-15 4:28	1369	Amazon Fire	63	zyqgedt	Inferno	8598	12-11-15 19:22	Friday	783.4438346	5	5	1	5
YUHQJ6	2016	12-11-15 4:28	01-10-16 2:22	01-Oct-16	12-11-15 4:28	1369	Amazon Fire	66	zyqgedt	Inferno	8598	12-11-15 19:22	Friday	783.4438346	5	5	1	5
6JI9BO	2016	13-05-16 17:50	03-07-16 6:00	03-Jul-16	09-05-16 7:57	906	Amazon Fire	118	jgugowq	Fire1	6239	09-05-16 18:16	Saturday	990.2395083	6	6	1	6
6JI9BO	2016	13-05-16 17:50	03-07-16 6:00	03-Jul-16	09-05-16 7:57	906	Amazon Fire	130	jgugowq	Fire1	6239	09-05-16 18:16	Saturday	990.2395083	6	6	1	6
6JI9BO	2016	27-06-15 11:31	24-07-16 4:23	24-Jul-16	06-02-16 8:32	4940	Amazon Fire	142	iblptas	Fire1	6764	07-02-16 1:06	Saturday	23.61904604	6	6	1	6
E35Y1Z	2015	20-11-14 20:43	01-11-15 20:28	01-Nov-15	20-11-14 20:43	4051	Amazon Fire	134	gpdeirq	Fire1	2292	21-11-14 8:40	Saturday	570.7377972	6	6	1	6
E35Y1Z	2015	20-11-14 20:43	01-11-15 20:28	01-Nov-15	20-11-14 20:43	4051	Amazon Fire	149	gpdeirq	Fire1	2292	21-11-14 8:40	Saturday	570.7377972	6	6	1	6
VR88YD	2017	20-02-17 17:21	26-02-17 13:38	26-Feb-17	04-02-17 4:51	4899	Amazon Fire	58	mitxgxg	Fire1	14042	04-02-17 14:36	Saturday	237.326848	6	6	1	6
VR88YD	2016	12-11-16 13:25	18-12-16 23:24	18-Dec-16	12-11-16 13:25	4992	Amazon Fire	107	igmaoje	Fire1	11222	12-11-16 22:29	Saturday	367.9616848	6	6	1	6
15R3D0	2016	29-04-16 18:30	18-09-16 3:16	18-Sep-16	29-05-16 3:46	16	Amazon Fire	114	uxrjlai	Fire2	8212	29-05-16 14:11	Saturday	558.3650496	6	6	1	6
15R3D0	2016	29-04-16 18:30	18-09-16 3:16	18-Sep-16	29-05-16 3:46	16	Amazon Fire	146	uxrjlai	Fire2	8212	29-05-16 14:11	Saturday	558.3650496	6	6	1	6
6JI9BO	2017	11-03-16 18:50	26-02-17 21:46	26-Feb-17	11-03-16 18:51	688	Amazon Fire	3	obqeswe	Fire2	14007	12-03-16 4:21	Saturday	152.3698363	6	6	1	6
6JI9BO	2016	11-03-16 18:50	10-04-16 20:57	10-Apr-16	11-03-16 18:51	688	Amazon Fire	169	obqeswe	Fire2	4490	12-03-16 4:21	Saturday	219.0610407	6	6	1	6
AEJF2Y	2016	18-02-14 21:17	02-10-16 1:33	02-Oct-16	18-02-14 21:17	898	Amazon Fire	47	hyrpdtq	Fire2	8632	19-02-14 3:34	Saturday	594.2827455	6	6	1	6
AEJF2Y	2016	18-02-14 21:17	03-07-16 15:12	03-Jul-16	18-02-14 21:17	898	Amazon Fire	87	hyrpdtq	Fire2	6238	19-02-14 3:34	Saturday	723.484711	6	6	1	6
AEJF2Y	2016	03-08-14 2:10	18-09-16 3:16	18-Sep-16	29-05-16 3:46	16	Amazon Fire	114	uxrjlai	Fire2	8212	29-05-16 14:11	Saturday	558.3650496	6	6	1	6
AEJF2Y	2016	03-08-14 2:10	18-09-16 3:16	18-Sep-16	29-05-16 3:46	16	Amazon Fire	146	uxrjlai	Fire2	8212	29-05-16 14:11	Saturday	558.3650496	6	6	1	6
YUHQJ6	2016	16-11-15 4:01	25-09-16 21:40	25-Sep-16	16-11-15 4:01	1501	Amazon Fire	102	xumnnco	Fire2	8424	16-11-15 6:02	Saturday	204.333019	6	6	1	6
YUHQJ6	2016	16-11-15 4:01	25-09-16 21:40	25-Sep-16	16-11-15 4:01	1501	Amazon Fire	102	sytpefv	Fire2	8424	24-02-16 7:41	Saturday	204.333019	6	6	1	6
YUHQJ6	2016	16-11-15 4:01	25-09-16 21:40	25-Sep-16	16-11-15 4:01	1501	Amazon Fire	105	xumnnco	Fire2	8424	16-11-15 6:02	Saturday	204.333019	6	6	1	6
YUHQJ6	2016	16-11-15 4:01	25-09-16 21:40	25-Sep-16	16-11-15 4:01	1501	Amazon Fire	105	sytpefv	Fire2	8424	24-02-16 7:41	Saturday	204.333019	6	6	1	6
YUHQJ6	2016	16-11-15 4:01	10-07-16 21:49	10-Jul-16	16-11-15 4:01	1501	Amazon Fire	119	xumnnco	Fire2	6413	16-11-15 6:02	Saturday	1127.119665	6	6	1	6
YUHQJ6	2016	16-11-15 4:01	10-07-16 21:49	10-Jul-16	16-11-15 4:01	1501	Amazon Fire	119	sytpefv	Fire2	6413	24-02-16 7:41	Saturday	1127.119665	6	6	1	6
15R3D0	2016	10-03-14 21:23	21-08-16 22:06	21-Aug-16	18-05-16 22:53	2042	Amazon Fire	147	ruekrol	Inferno	7433	19-05-16 11:00	Saturday	1308.364707	6	6	1	6
15R3D0	2016	10-03-14 21:23	21-08-16 22:06	21-Aug-16	18-05-16 22:53	2042	Amazon Fire	194	ruekrol	Inferno	7433	19-05-16 11:00	Saturday	1308.364707	6	6	1	6
AEJF2Y	2016	25-03-16 13:01	20-11-16 3:47	20-Nov-16	21-06-16 1:37	1764	Amazon Fire	198	bbrrono	Inferno	10190	21-06-16 5:01	Saturday	702.2157459	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	11	gzuroeg	Inferno	6743	29-01-16 1:50	Saturday	72.05775868	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	11	zznvcwc	Inferno	6743	30-03-16 9:20	Saturday	72.05775868	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	38	gzuroeg	Inferno	6743	29-01-16 1:50	Saturday	72.05775868	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	24-07-16 4:40	24-Jul-16	28-01-16 22:07	276	Amazon Fire	38	zznvcwc	Inferno	6743	30-03-16 9:20	Saturday	72.05775868	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	57	gzuroeg	Inferno	8217	29-01-16 1:50	Saturday	1287.357329	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	57	zznvcwc	Inferno	8217	30-03-16 9:20	Saturday	1287.357329	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	102	gzuroeg	Inferno	8217	29-01-16 1:50	Saturday	1287.357329	6	6	1	6
E35Y1Z	2016	01-05-15 9:04	18-09-16 14:52	18-Sep-16	28-01-16 22:07	276	Amazon Fire	102	zznvcwc	Inferno	8217	30-03-16 9:20	Saturday	1287.357329	6	6	1	6
TTFAQ5	2016	04-09-14 21:52	20-11-16 3:47	20-Nov-16	21-06-16 1:37	1764	Amazon Fire	198	bbrrono	Inferno	10190	21-06-16 5:01	Saturday	702.2157459	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	156	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	159	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	164	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	176	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	176	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
YUHQJ6	2015	07-05-15 12:48	30-08-15 14:05	30-Aug-15	09-07-15 5:55	729	Amazon Fire	184	pfuldmv	Inferno	1783	09-07-15 17:18	Saturday	458.522635	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	187	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
YUHQJ6	2016	12-11-15 4:28	26-06-16 9:58	26-Jun-16	12-11-15 4:28	1369	Amazon Fire	191	zyqgedt	Inferno	6082	12-11-15 19:22	Saturday	820.3093888	6	6	1	6
ZBW0OM	2016	27-11-16 0:58	04-12-16 14:20	04-Dec-16	27-11-16 0:58	1102	Amazon Fire	44	tfnjkvw	Inferno	10678	27-11-16 6:51	Saturday	240.6628516	6	6	1	6
ZBW0OM	2016	11-04-16 15:03	07-08-16 1:29	07-Aug-16	11-04-16 15:03	4917	Amazon Fire	57	pseppjs	Inferno	7124	11-04-16 16:04	Saturday	745.4642631	6	6	1	6
ZBW0OM	2016	11-04-16 15:03	07-08-16 1:29	07-Aug-16	11-04-16 15:03	4917	Amazon Fire	88	pseppjs	Inferno	7124	11-04-16 16:04	Saturday	745.4642631	6	6	1	6
15R3D0	2016	02-07-16 14:45	12-12-16 9:57	12-Dec-16	07-12-16 3:19	4434	Android	53	oteexgj	Jawbreaker	11006	07-12-16 18:21	Sunday	101.4184937	0	0	1	0
15R3D0	2016	02-07-16 14:45	12-12-16 9:57	12-Dec-16	07-12-16 3:19	4434	Android	59	oteexgj	Jawbreaker	11006	07-12-16 18:21	Sunday	101.4184937	0	0	1	0
15R3D0	2016	02-07-16 14:45	12-12-16 9:57	12-Dec-16	07-12-16 3:19	4434	Android	81	oteexgj	Jawbreaker	11006	07-12-16 18:21	Sunday	101.4184937	0	0	1	0
E35Y1Z	2017	23-07-15 15:37	09-01-17 17:36	09-Jan-17	23-07-15 15:37	4958	Android	13	rmiegza	Jawbreaker	12075	23-07-15 19:45	Sunday	701.6640458	0	0	1	0
E35Y1Z	2017	23-07-15 15:37	09-01-17 17:36	09-Jan-17	23-07-15 15:37	4958	Android	13	qctrnno	Jawbreaker	12075	20-12-16 6:48	Sunday	701.6640458	0	0	1	0
E35Y1Z	2016	08-07-16 13:19	21-11-16 17:36	21-Nov-16	08-07-16 13:19	2945	Android	35	hborbzi	Jawbreaker	10231	08-07-16 21:38	Sunday	2018.347469	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	22-02-16 18:17	22-Feb-16	23-07-15 15:37	4958	Android	84	rmiegza	Jawbreaker	3713	23-07-15 19:45	Sunday	698.4992175	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	22-02-16 18:17	22-Feb-16	23-07-15 15:37	4958	Android	84	qctrnno	Jawbreaker	3713	20-12-16 6:48	Sunday	698.4992175	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	13-06-16 3:20	13-Jun-16	23-07-15 15:37	4958	Android	94	rmiegza	Jawbreaker	5774	23-07-15 19:45	Sunday	688.373661	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	13-06-16 3:20	13-Jun-16	23-07-15 15:37	4958	Android	94	qctrnno	Jawbreaker	5774	20-12-16 6:48	Sunday	688.373661	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	13-06-16 3:20	13-Jun-16	23-07-15 15:37	4958	Android	108	rmiegza	Jawbreaker	5774	23-07-15 19:45	Sunday	688.373661	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	13-06-16 3:20	13-Jun-16	23-07-15 15:37	4958	Android	108	qctrnno	Jawbreaker	5774	20-12-16 6:48	Sunday	688.373661	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	26-12-16 4:56	26-Dec-16	23-07-15 15:37	4958	Android	111	rmiegza	Jawbreaker	11522	23-07-15 19:45	Sunday	647.0693141	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	26-12-16 4:56	26-Dec-16	23-07-15 15:37	4958	Android	111	qctrnno	Jawbreaker	11522	20-12-16 6:48	Sunday	647.0693141	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	26-12-16 4:56	26-Dec-16	23-07-15 15:37	4958	Android	145	rmiegza	Jawbreaker	11522	23-07-15 19:45	Sunday	647.0693141	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	26-12-16 4:56	26-Dec-16	23-07-15 15:37	4958	Android	145	qctrnno	Jawbreaker	11522	20-12-16 6:48	Sunday	647.0693141	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	26-12-16 4:56	26-Dec-16	23-07-15 15:37	4958	Android	171	rmiegza	Jawbreaker	11522	23-07-15 19:45	Sunday	647.0693141	0	0	1	0
E35Y1Z	2016	23-07-15 15:37	26-12-16 4:56	26-Dec-16	23-07-15 15:37	4958	Android	171	qctrnno	Jawbreaker	11522	20-12-16 6:48	Sunday	647.0693141	0	0	1	0
RVHAGO	2016	15-05-16 8:06	12-09-16 14:16	12-Sep-16	15-05-16 8:06	1094	Android	52	tsaksna	Jawbreaker	8052	15-05-16 23:30	Sunday	863.4923084	0	0	1	0
RVHAGO	2016	15-05-16 8:06	12-09-16 14:16	12-Sep-16	15-05-16 8:06	1094	Android	74	tsaksna	Jawbreaker	8052	15-05-16 23:30	Sunday	863.4923084	0	0	1	0
RVHAGO	2016	15-05-16 8:06	12-09-16 14:16	12-Sep-16	15-05-16 8:06	1094	Android	86	tsaksna	Jawbreaker	8052	15-05-16 23:30	Sunday	863.4923084	0	0	1	0
RVHAGO	2016	15-05-16 8:06	12-09-16 14:16	12-Sep-16	15-05-16 8:06	1094	Android	97	tsaksna	Jawbreaker	8052	15-05-16 23:30	Sunday	863.4923084	0	0	1	0
RVHAGO	2016	15-05-16 8:06	12-09-16 14:16	12-Sep-16	15-05-16 8:06	1094	Android	139	tsaksna	Jawbreaker	8052	15-05-16 23:30	Sunday	863.4923084	0	0	1	0
SE5X9U	2015	18-07-15 20:28	24-08-15 6:44	24-Aug-15	18-07-15 20:29	3341	Android	146	unblfrd	Jawbreaker	1729	19-07-15 12:33	Sunday	1180.803977	0	0	1	0
TTFAQ5	2014	25-08-14 15:44	08-09-14 23:41	08-Sep-14	25-08-14 15:44	3446	Android	21	cqgbwpc	Jawbreaker	220	25-08-14 19:07	Sunday	1082.565831	0	0	1	0
TTFAQ5	2014	25-08-14 15:44	08-09-14 23:41	08-Sep-14	25-08-14 15:44	3446	Android	72	cqgbwpc	Jawbreaker	220	25-08-14 19:07	Sunday	1082.565831	0	0	1	0
TTFAQ5	2014	25-08-14 15:44	08-09-14 23:41	08-Sep-14	25-08-14 15:44	3446	Android	91	cqgbwpc	Jawbreaker	220	25-08-14 19:07	Sunday	1082.565831	0	0	1	0
TTFAQ5	2014	25-08-14 15:44	08-09-14 23:41	08-Sep-14	25-08-14 15:44	3446	Android	120	cqgbwpc	Jawbreaker	220	25-08-14 19:07	Sunday	1082.565831	0	0	1	0
TTFAQ5	2014	25-08-14 15:44	08-09-14 23:41	08-Sep-14	25-08-14 15:44	3446	Android	139	cqgbwpc	Jawbreaker	220	25-08-14 19:07	Sunday	1082.565831	0	0	1	0
TTFAQ5	2017	25-08-14 15:44	02-01-17 5:00	02-Jan-17	25-08-14 15:44	3446	Android	165	cqgbwpc	Jawbreaker	11783	25-08-14 19:07	Sunday	1162.204379	0	0	1	0
TTFAQ5	2017	25-08-14 15:44	02-01-17 5:00	02-Jan-17	25-08-14 15:44	3446	Android	165	cqgbwpc	Jawbreaker	11783	25-08-14 19:07	Sunday	1162.204379	0	0	1	0
VR88YD	2015	10-11-15 16:04	21-12-15 21:57	21-Dec-15	10-11-15 16:04	3363	Android	44	uirgmbd	Jawbreaker	2818	10-11-15 22:35	Sunday	233.8454174	0	0	1	0
VR88YD	2015	10-11-15 16:04	21-12-15 21:57	21-Dec-15	10-11-15 16:04	3363	Android	77	uirgmbd	Jawbreaker	2818	10-11-15 22:35	Sunday	233.8454174	0	0	1	0
VR88YD	2015	10-11-15 16:04	21-12-15 21:57	21-Dec-15	10-11-15 16:04	3363	Android	79	uirgmbd	Jawbreaker	2818	10-11-15 22:35	Sunday	233.8454174	0	0	1	0
VR88YD	2016	10-11-15 16:04	06-06-16 18:19	06-Jun-16	10-11-15 16:04	3363	Android	82	uirgmbd	Jawbreaker	5609	10-11-15 22:35	Sunday	307.1189285	0	0	1	0
VR88YD	2015	10-11-15 16:04	16-11-15 11:45	16-Nov-15	10-11-15 16:04	3363	Android	87	uirgmbd	Jawbreaker	2437	10-11-15 22:35	Sunday	297.0348537	0	0	1	0
VR88YD	2016	10-11-15 16:04	06-06-16 18:19	06-Jun-16	10-11-15 16:04	3363	Android	97	uirgmbd	Jawbreaker	5609	10-11-15 22:35	Sunday	307.1189285	0	0	1	0
VR88YD	2016	10-11-15 16:04	06-06-16 18:19	06-Jun-16	10-11-15 16:04	3363	Android	106	uirgmbd	Jawbreaker	5609	10-11-15 22:35	Sunday	307.1189285	0	0	1	0
VR88YD	2016	10-11-15 16:04	06-06-16 18:19	06-Jun-16	10-11-15 16:04	3363	Android	131	uirgmbd	Jawbreaker	5609	10-11-15 22:35	Sunday	307.1189285	0	0	1	0
VR88YD	2016	10-11-15 16:04	13-06-16 20:46	13-Jun-16	10-11-15 16:04	3363	Android	146	uirgmbd	Jawbreaker	5770	10-11-15 22:35	Sunday	307.72362	0	0	1	0
VR88YD	2016	10-11-15 16:04	21-11-16 5:01	21-Nov-16	10-11-15 16:04	3363	Android	148	uirgmbd	Jawbreaker	10233	10-11-15 22:35	Sunday	328.0391438	0	0	1	0
VR88YD	2016	10-11-15 16:04	21-11-16 5:01	21-Nov-16	10-11-15 16:04	3363	Android	148	uirgmbd	Jawbreaker	10233	10-11-15 22:35	Sunday	328.0391438	0	0	1	0
VR88YD	2016	10-11-15 16:04	01-02-16 9:08	01-Feb-16	10-11-15 16:04	3363	Android	158	uirgmbd	Jawbreaker	3367	10-11-15 22:35	Sunday	266.3325041	0	0	1	0
VR88YD	2016	10-11-15 16:04	13-06-16 20:46	13-Jun-16	10-11-15 16:04	3363	Android	164	uirgmbd	Jawbreaker	5770	10-11-15 22:35	Sunday	307.72362	0	0	1	0
VR88YD	2016	10-11-15 16:04	01-02-16 9:08	01-Feb-16	10-11-15 16:04	3363	Android	189	uirgmbd	Jawbreaker	3367	10-11-15 22:35	Sunday	266.3325041	0	0	1	0
VR88YD	2016	10-11-15 16:04	17-10-16 9:21	17-Oct-16	10-11-15 16:04	3363	Android	189	uirgmbd	Jawbreaker	9078	10-11-15 22:35	Sunday	310.427287	0	0	1	0
YUHQJ6	2015	01-11-14 21:09	26-01-15 6:46	26-Jan-15	01-11-14 21:09	2063	Android	19	kjjhjiv	Jawbreaker	575	02-11-14 11:42	Sunday	88.8592239	0	0	1	0
YUHQJ6	2016	01-11-14 21:09	29-02-16 17:10	29-Feb-16	01-11-14 21:09	2063	Android	29	kjjhjiv	Jawbreaker	3804	02-11-14 11:42	Sunday	67.49807958	0	0	1	0
YUHQJ6	2015	01-11-14 21:09	26-01-15 6:46	26-Jan-15	01-11-14 21:09	2063	Android	37	kjjhjiv	Jawbreaker	575	02-11-14 11:42	Sunday	88.8592239	0	0	1	0
YUHQJ6	2015	01-11-14 21:09	26-01-15 6:46	26-Jan-15	01-11-14 21:09	2063	Android	41	kjjhjiv	Jawbreaker	575	02-11-14 11:42	Sunday	88.8592239	0	0	1	0
YUHQJ6	2014	01-11-14 21:09	15-12-14 16:45	15-Dec-14	01-11-14 21:09	2063	Android	53	kjjhjiv	Jawbreaker	444	02-11-14 11:42	Sunday	58.7222244	0	0	1	0
YUHQJ6	2014	01-11-14 21:09	15-12-14 16:45	15-Dec-14	01-11-14 21:09	2063	Android	53	kjjhjiv	Jawbreaker	444	02-11-14 11:42	Sunday	58.7222244	0	0	1	0
YUHQJ6	2016	01-11-14 21:09	29-02-16 17:10	29-Feb-16	01-11-14 21:09	2063	Android	54	kjjhjiv	Jawbreaker	3804	02-11-14 11:42	Sunday	67.49807958	0	0	1	0
YUHQJ6	2017	06-10-15 2:43	02-01-17 8:58	02-Jan-17	06-10-15 2:43	133	Android	136	yxstbtr	Jawbreaker	11757	06-10-15 6:34	Sunday	421.2184803	0	0	1	0
YUHQJ6	2017	11-01-17 19:04	16-01-17 17:42	16-Jan-17	16-12-16 7:34	2164	Android	189	kyzupqn	Jawbreaker	12326	16-12-16 9:56	Sunday	1431.507445	0	0	1	0
YUHQJ6	2017	11-01-17 19:04	16-01-17 17:42	16-Jan-17	16-12-16 7:34	2164	Android	192	kyzupqn	Jawbreaker	12326	16-12-16 9:56	Sunday	1431.507445	0	0	1	0
ZBW0OM	2016	10-09-15 2:55	21-11-16 12:06	21-Nov-16	13-10-16 17:16	3567	Android	116	hwmxfys	Jawbreaker	10234	14-10-16 0:58	Sunday	2015.582547	0	0	1	0
15R3D0	2017	10-10-16 7:21	20-02-17 12:24	20-Feb-17	10-10-16 7:21	506	Android	59	qvzfiyd	KitKat	13772	10-10-16 8:24	Sunday	263.9280417	0	0	1	0
15R3D0	2016	03-07-16 12:07	07-11-16 9:08	07-Nov-16	03-07-16 12:07	458	Android	72	icgpzcd	KitKat	9727	03-07-16 12:11	Sunday	362.2190136	0	0	1	0
15R3D0	2016	03-07-16 12:07	07-11-16 9:08	07-Nov-16	03-07-16 12:07	458	Android	103	icgpzcd	KitKat	9727	03-07-16 12:11	Sunday	362.2190136	0	0	1	0
15R3D0	2016	03-07-16 12:07	07-11-16 9:08	07-Nov-16	03-07-16 12:07	458	Android	139	icgpzcd	KitKat	9727	03-07-16 12:11	Sunday	362.2190136	0	0	1	0
15R3D0	2016	03-07-16 12:07	07-11-16 9:08	07-Nov-16	03-07-16 12:07	458	Android	155	icgpzcd	KitKat	9727	03-07-16 12:11	Sunday	362.2190136	0	0	1	0
6JI9BO	2016	29-09-14 10:22	20-06-16 10:45	20-Jun-16	07-11-15 22:56	4193	Android	27	xmjdepz	KitKat	5944	08-11-15 15:19	Sunday	458.8785087	0	0	1	0
6JI9BO	2016	29-09-14 10:22	28-03-16 6:17	28-Mar-16	07-11-15 22:56	4193	Android	52	xmjdepz	KitKat	4265	08-11-15 15:19	Sunday	436.8388783	0	0	1	0
6JI9BO	2016	29-09-14 10:22	28-03-16 6:17	28-Mar-16	07-11-15 22:56	4193	Android	96	xmjdepz	KitKat	4265	08-11-15 15:19	Sunday	436.8388783	0	0	1	0
6JI9BO	2016	29-09-14 10:22	28-03-16 6:17	28-Mar-16	07-11-15 22:56	4193	Android	118	xmjdepz	KitKat	4265	08-11-15 15:19	Sunday	436.8388783	0	0	1	0
6JI9BO	2016	25-12-14 6:14	07-11-16 9:17	07-Nov-16	25-12-14 6:14	2768	Android	136	znzsaex	KitKat	9740	25-12-14 11:10	Sunday	1369.216159	0	0	1	0
6JI9BO	2016	25-12-14 6:14	07-11-16 9:17	07-Nov-16	25-12-14 6:14	2768	Android	144	znzsaex	KitKat	9740	25-12-14 11:10	Sunday	1369.216159	0	0	1	0
AEJF2Y	2016	29-01-16 17:43	19-09-16 3:37	19-Sep-16	08-02-17 20:35	4943	Android	82	qmhjgfu	KitKat	8266	05-08-16 23:22	Sunday	653.3299933	0	0	1	0
AEJF2Y	2016	29-01-16 17:43	19-09-16 3:37	19-Sep-16	08-02-17 20:35	4943	Android	82	fdgjaet	KitKat	8266	08-02-17 21:06	Sunday	653.3299933	0	0	1	0
AEJF2Y	2016	29-01-16 17:43	19-09-16 3:37	19-Sep-16	08-02-17 20:35	4943	Android	114	qmhjgfu	KitKat	8266	05-08-16 23:22	Sunday	653.3299933	0	0	1	0
AEJF2Y	2016	29-01-16 17:43	19-09-16 3:37	19-Sep-16	08-02-17 20:35	4943	Android	114	fdgjaet	KitKat	8266	08-02-17 21:06	Sunday	653.3299933	0	0	1	0
AEJF2Y	2016	29-01-16 17:43	19-09-16 3:37	19-Sep-16	08-02-17 20:35	4943	Android	116	qmhjgfu	KitKat	8266	05-08-16 23:22	Sunday	653.3299933	0	0	1	0
AEJF2Y	2016	29-01-16 17:43	19-09-16 3:37	19-Sep-16	08-02-17 20:35	4943	Android	116	fdgjaet	KitKat	8266	08-02-17 21:06	Sunday	653.3299933	0	0	1	0
AEJF2Y	2017	29-01-16 17:43	20-02-17 15:08	20-Feb-17	08-02-17 20:35	4943	Android	134	qmhjgfu	KitKat	13813	05-08-16 23:22	Sunday	766.6427605	0	0	1	0
AEJF2Y	2017	29-01-16 17:43	20-02-17 15:08	20-Feb-17	08-02-17 20:35	4943	Android	134	fdgjaet	KitKat	13813	08-02-17 21:06	Sunday	766.6427605	0	0	1	0
AEJF2Y	2017	29-01-16 17:43	20-02-17 15:08	20-Feb-17	08-02-17 20:35	4943	Android	144	qmhjgfu	KitKat	13813	05-08-16 23:22	Sunday	766.6427605	0	0	1	0
AEJF2Y	2017	29-01-16 17:43	20-02-17 15:08	20-Feb-17	08-02-17 20:35	4943	Android	144	fdgjaet	KitKat	13813	08-02-17 21:06	Sunday	766.6427605	0	0	1	0
AEJF2Y	2016	04-01-16 14:44	19-09-16 4:24	19-Sep-16	04-01-16 14:44	3010	Android	178	igbphwe	KitKat	8255	05-01-16 2:49	Sunday	1034.546939	0	0	1	0
AEJF2Y	2016	04-01-16 14:44	19-09-16 4:24	19-Sep-16	04-01-16 14:44	3010	Android	192	igbphwe	KitKat	8255	05-01-16 2:49	Sunday	1034.546939	0	0	1	0
E35Y1Z	2017	17-10-15 22:45	02-01-17 21:36	02-Jan-17	17-10-15 22:45	3540	Android	54	oddaaxl	KitKat	11787	18-10-15 1:06	Sunday	715.4449336	0	0	1	0
E35Y1Z	2017	17-10-15 22:45	02-01-17 21:36	02-Jan-17	17-10-15 22:45	3540	Android	54	oddaaxl	KitKat	11787	18-10-15 1:06	Sunday	715.4449336	0	0	1	0
E35Y1Z	2015	17-10-15 22:45	16-11-15 1:37	16-Nov-15	17-10-15 22:45	3540	Android	69	oddaaxl	KitKat	2438	18-10-15 1:06	Sunday	735.3680782	0	0	1	0
E35Y1Z	2017	17-10-15 22:45	02-01-17 21:36	02-Jan-17	17-10-15 22:45	3540	Android	71	oddaaxl	KitKat	11787	18-10-15 1:06	Sunday	715.4449336	0	0	1	0
E35Y1Z	2015	17-10-15 22:45	16-11-15 1:37	16-Nov-15	17-10-15 22:45	3540	Android	79	oddaaxl	KitKat	2438	18-10-15 1:06	Sunday	735.3680782	0	0	1	0
